City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
Pemangkat,100,ID,2022-02-12 05:32:07,78,1.1667,108.9667,79.54,1.57
Takoradze,59,GH,2022-02-12 05:32:07,87,4.8845,-1.7554,77.74,5.14
Nizhniy Tsasuchey,97,RU,2022-02-12 05:32:08,77,50.5167,115.1333,1.17,7.0
Grand Baie,57,MU,2022-02-12 05:32:08,70,-20.0182,57.5802,84.45,5.01
Santa Maria,71,BR,2022-02-12 05:30:19,58,-29.6842,-53.8069,74.16,3.11
Fuyang,100,CN,2022-02-12 05:32:09,73,32.9,115.8167,43.77,6.4
Kenai,100,US,2022-02-12 05:32:10,80,60.5544,-151.2583,27.03,14.97
Taganak,100,PH,2022-02-12 05:32:10,78,6.0833,118.3,80.74,6.33
Itoman,75,JP,2022-02-12 05:32:11,76,26.1247,127.6694,74.17,18.41
Zhigansk,98,RU,2022-02-12 05:32:11,98,66.7697,123.3711,-23.62,6.26
Goderich,100,CA,2022-02-12 05:30:41,87,43.7501,-81.7165,37.2,13.8
Dubti,37,ET,2022-02-12 05:32:12,54,11.7361,41.0853,75.85,5.3
Laas,3,IT,2022-02-12 05:32:12,34,46.6166,10.7002,28.62,1.79
Soyo,70,AO,2022-02-12 05:32:13,88,-6.1349,12.3689,76.69,5.93
Terrace,20,CA,2022-02-12 05:32:13,100,54.5163,-128.6035,28.31,2.3
Casa Nova,11,BR,2022-02-12 05:32:14,81,-9.4167,-41.1333,75.18,1.81
Khovd,46,MN,2022-02-12 05:32:14,86,48.0056,91.6419,-6.12,3.87
Vestmannaeyjar,100,IS,2022-02-12 05:32:15,69,63.4427,-20.2734,32.34,2.46
Fortuna,0,US,2022-02-12 05:28:09,90,40.5982,-124.1573,52.72,8.05
Chilca,100,PE,2022-02-12 05:32:15,87,-12.5211,-76.7372,72.61,4.76
Beringovskiy,18,RU,2022-02-12 05:32:16,95,63.05,179.3167,-26.03,8.99
Egvekinot,10,RU,2022-02-12 05:32:16,88,66.3167,-179.1667,-21.41,8.12
Moranbah,20,AU,2022-02-12 05:32:17,23,-22.0016,148.0466,95.16,20.96
Pisco,100,PE,2022-02-12 05:32:17,73,-13.7,-76.2167,69.85,10.36
Faya,16,SA,2022-02-12 05:32:18,68,18.3851,42.4509,55.51,2.57
Muli,86,MV,2022-02-12 05:32:18,68,2.9167,73.5667,81.48,6.6
Kaitangata,93,NZ,2022-02-12 05:32:19,63,-46.2817,169.8464,57.92,11.99
Byron Bay,76,AU,2022-02-12 05:27:22,61,-28.65,153.6167,75.06,20.71
Requena,60,ES,2022-02-12 05:32:19,81,39.4883,-1.1004,41.7,1.21
Åmot,100,NO,2022-02-12 05:32:20,97,59.5714,7.9877,26.51,3.53
Słupca,7,PL,2022-02-12 05:32:20,84,52.2873,17.8719,29.01,6.15
Inverell,36,AU,2022-02-12 05:32:21,44,-29.7833,151.1167,82.11,4.0
Arraial do Cabo,100,BR,2022-02-12 05:32:21,84,-22.9661,-42.0278,74.28,3.02
Oranjemund,100,NA,2022-02-12 05:32:22,77,-28.55,16.4333,68.47,14.76
Fruitville,0,US,2022-02-12 05:32:22,86,27.3298,-82.4576,61.11,0.0
Macao,20,MO,2022-02-12 05:32:23,77,22.2006,113.5461,75.7,4.61
Kirksville,100,US,2022-02-12 05:32:23,68,40.1948,-92.5833,22.12,17.27
Shimoda,92,JP,2022-02-12 05:32:24,62,34.6667,138.95,50.36,5.12
Longyearbyen,75,SJ,2022-02-12 05:32:24,86,78.2186,15.6401,19.24,5.75
Marawi,75,PH,2022-02-12 05:32:25,70,7.9986,124.2928,73.65,4.7
Ostrovnoy,98,RU,2022-02-12 05:32:25,94,68.0531,39.5131,16.79,6.55
Noumea,100,NC,2022-02-12 05:30:45,99,-22.2763,166.4572,84.0,2.62
Palana,25,RU,2022-02-12 05:32:26,98,59.1167,159.9667,-7.76,5.97
Buala,100,SB,2022-02-12 05:32:26,89,-8.145,159.5921,77.5,6.42
Tākestān,97,IR,2022-02-12 05:32:27,76,36.0696,49.6959,35.73,7.2
Opuwo,99,NA,2022-02-12 05:32:27,87,-18.0607,13.84,68.43,1.5
Codajás,100,BR,2022-02-12 05:32:28,98,-3.8367,-62.0569,72.19,1.68
Alice Springs,0,AU,2022-02-12 05:30:11,20,-23.7,133.8833,89.15,11.5
Bafut,23,CM,2022-02-12 05:32:28,21,6.0833,10.1,63.41,2.08
Lázaro Cárdenas,74,MX,2022-02-12 05:32:29,65,17.9583,-102.2,72.01,4.09
Holetown,18,BB,2022-02-12 05:32:29,70,13.1867,-59.6381,77.56,15.82
Necochea,61,AR,2022-02-12 05:30:07,62,-38.5473,-58.7368,54.03,9.75
Praia,0,CV,2022-02-12 05:32:30,60,14.9215,-23.5087,73.94,24.16
Pilar,66,BR,2022-02-12 05:32:30,90,-9.5972,-35.9567,75.13,4.68
Hualmay,98,PE,2022-02-12 05:32:31,85,-11.0964,-77.6139,69.76,7.07
Qaqortoq,100,GL,2022-02-12 05:32:31,81,60.7167,-46.0333,34.3,8.3
Kieta,100,PG,2022-02-12 05:32:32,83,-6.2167,155.6333,80.33,3.24
Vardø,100,NO,2022-02-12 05:32:32,65,70.3705,31.1107,30.38,20.92
Roebourne,7,AU,2022-02-12 05:32:32,47,-20.7833,117.1333,94.6,13.15
Bairiki Village,40,KI,2022-02-12 05:32:33,74,1.3292,172.9752,84.2,12.66
Oktyabr'skiy,100,RU,2022-02-12 05:32:33,96,54.4815,53.471,25.83,2.66
Korla,31,CN,2022-02-12 05:32:34,37,41.7597,86.1469,33.19,7.67
Hofn,100,IS,2022-02-12 05:32:34,72,64.2539,-15.2082,23.92,24.11
Kavaratti,24,IN,2022-02-12 05:32:35,74,10.5669,72.642,80.6,8.93
Jijiga,4,ET,2022-02-12 05:32:35,37,9.35,42.8,68.0,13.15
Callaguip,75,PH,2022-02-12 05:32:36,78,18.0714,120.4867,86.05,8.05
Raja,57,SS,2022-02-12 05:32:36,18,8.4596,25.678,68.85,7.27
Atar,75,MR,2022-02-12 05:32:37,22,20.5169,-13.0499,62.37,7.54
Kavieng,60,PG,2022-02-12 05:32:38,74,-2.5744,150.7967,82.92,8.48
Kiruna,40,SE,2022-02-12 05:32:38,85,67.8557,20.2251,4.12,6.91
Zelenoborskiy,100,RU,2022-02-12 05:32:38,90,66.845,32.3622,17.17,6.11
Homer,100,US,2022-02-12 05:32:39,83,59.6425,-151.5483,30.07,13.0
Saint-Augustin,78,CA,2022-02-12 05:32:39,91,51.226,-58.6502,2.08,2.57
Temple,0,US,2022-02-12 05:28:50,66,31.0982,-97.3428,60.03,13.8
Plettenberg Bay,0,ZA,2022-02-12 05:32:40,61,-34.0527,23.3716,71.04,4.07
Yurgamysh,100,RU,2022-02-12 05:32:40,94,55.3714,64.4656,13.51,5.79
Tezu,98,IN,2022-02-12 05:32:41,47,27.9167,96.1667,68.56,2.86
Flores da Cunha,16,BR,2022-02-12 05:32:41,90,-29.0289,-51.1817,66.43,3.02
Qui Nhon,100,VN,2022-02-12 05:32:42,77,13.7667,109.2333,78.22,8.43
Ndendé,70,GA,2022-02-12 05:32:42,98,-2.4008,11.3581,72.21,0.51
Coquimbo,0,CL,2022-02-12 05:31:04,82,-29.9533,-71.3436,62.33,5.75
Huarmey,100,PE,2022-02-12 05:32:43,84,-10.0681,-78.1522,70.93,7.0
Volga,97,RU,2022-02-12 05:32:43,91,57.9516,38.3879,23.11,8.37
Acapulco de Juárez,100,MX,2022-02-12 05:29:33,78,16.8634,-99.8901,76.82,4.61
Alsfeld,6,DE,2022-02-12 05:32:44,95,50.75,9.2667,28.38,3.24
Mongo,6,TD,2022-02-12 05:32:44,17,12.1844,18.693,69.62,2.84
Acarí,67,PE,2022-02-12 05:32:45,81,-15.4311,-74.6158,71.76,3.53
Mayya,65,RU,2022-02-12 05:32:45,89,61.7333,130.2811,-20.88,3.36
Sīwah,0,EG,2022-02-12 05:32:46,64,29.2041,25.5195,50.72,6.42
Tual,67,ID,2022-02-12 05:32:46,66,-5.6667,132.75,83.12,1.97
Los Llanos de Aridane,75,ES,2022-02-12 05:32:47,61,28.6585,-17.9182,62.35,12.66
Hay River,40,CA,2022-02-12 05:32:47,83,60.8156,-115.7999,-16.64,3.44
Uíge,100,AO,2022-02-12 05:32:48,80,-7.6087,15.0613,66.78,2.71
Magdagachi,75,RU,2022-02-12 05:32:48,61,53.45,125.8,5.88,6.02
Adrar,72,MR,2022-02-12 05:32:49,24,20.5022,-10.0711,56.88,9.33
Yafran,64,LY,2022-02-12 05:32:49,62,32.0633,12.5286,44.64,7.45
Burhānpur,9,IN,2022-02-12 05:32:50,19,21.3,76.2333,77.02,3.02
Paamiut,100,GL,2022-02-12 05:32:50,78,61.994,-49.6678,32.38,32.7
Mananara,35,MG,2022-02-12 05:32:51,59,-16.1667,49.7667,83.07,4.0
Buchanan,52,LR,2022-02-12 05:32:51,88,5.8808,-10.0467,77.76,4.25
Poso,100,ID,2022-02-12 05:32:52,87,-1.3959,120.7524,78.39,1.81
Athabasca,99,CA,2022-02-12 05:29:47,86,54.7169,-113.2854,17.29,7.61
Azovskaya,50,RU,2022-02-12 05:32:52,79,44.7908,38.6264,37.54,12.77
Hobyo,100,SO,2022-02-12 05:32:53,54,5.3505,48.5268,79.66,18.1
Warrnambool,3,AU,2022-02-12 05:32:53,62,-38.3833,142.4833,80.82,17.76
Saint-François,0,FR,2022-02-12 05:32:54,100,46.4154,3.9054,26.67,2.3
Mossamedes,100,AO,2022-02-12 05:30:46,79,-15.1961,12.1522,76.12,2.26
Mareeba,3,AU,2022-02-12 05:32:54,59,-17.0,145.4333,89.65,7.96
Walvis Bay,100,NA,2022-02-12 05:32:55,88,-22.9575,14.5053,71.1,6.91
Kapoeta,99,SS,2022-02-12 05:32:55,32,4.7717,33.5903,85.84,11.32
Stornoway,75,GB,2022-02-12 05:32:56,90,58.2093,-6.3865,48.16,34.52
Brae,100,GB,2022-02-12 05:32:56,83,60.3964,-1.353,44.51,23.98
Sept-Îles,100,CA,2022-02-12 05:28:17,91,50.2001,-66.3821,19.83,12.66
Erice,0,IT,2022-02-12 05:32:57,87,38.037,12.5865,43.36,4.61
Rawson,90,AR,2022-02-12 05:32:57,47,-43.3002,-65.1023,61.83,15.97
Port Elizabeth,0,ZA,2022-02-12 05:32:58,77,-33.918,25.5701,68.29,1.14
Fare,100,PF,2022-02-12 05:32:58,72,-16.7,-151.0167,81.63,11.99
La Palma,0,US,2022-02-12 05:32:59,46,33.8464,-118.0467,77.67,3.44
Rudnogorsk,99,RU,2022-02-12 05:32:59,91,57.2639,103.7519,-5.85,0.34
Nishihara,100,JP,2022-02-12 05:33:00,75,26.1842,127.7558,73.45,18.41
Sisimiut,100,GL,2022-02-12 05:33:00,77,66.9395,-53.6735,23.58,11.34
Saint Anthony,0,US,2022-02-12 05:32:14,68,45.0205,-93.218,6.4,19.57
Narsaq,100,GL,2022-02-12 05:33:01,89,60.9167,-46.05,34.02,8.48
Port-Cartier,100,CA,2022-02-12 05:33:01,96,50.0334,-66.8654,19.51,10.27
Husavik,91,IS,2022-02-12 05:33:02,84,66.0449,-17.3389,19.31,7.85
Broome,100,US,2022-02-12 05:33:02,62,42.2506,-75.833,47.77,6.91
Margate,43,GB,2022-02-12 05:33:03,85,51.3813,1.3862,42.31,5.99
Yukhnov,100,RU,2022-02-12 05:33:03,97,54.7444,35.2297,23.81,4.76
Dalvik,98,IS,2022-02-12 05:33:04,92,65.9702,-18.5286,19.33,7.58
Dunmore East,100,IE,2022-02-12 05:33:04,93,52.1514,-6.9861,47.77,33.44
Honningsvåg,20,NO,2022-02-12 05:33:05,74,70.9821,25.9704,26.35,13.8
Ambon City,40,ID,2022-02-12 05:33:05,70,-3.6954,128.1814,86.14,4.61
Mingshui,100,CN,2022-02-12 05:33:06,33,36.7167,117.5,50.94,2.42
Kirensk,100,RU,2022-02-12 05:33:06,88,57.7853,108.1119,-4.58,1.28
Guararé,77,PA,2022-02-12 05:33:07,84,7.8167,-80.2833,74.19,13.2
Lockerbie,100,GB,2022-02-12 05:33:07,95,55.123,-3.3564,46.96,28.16
Saint-Avertin,0,FR,2022-02-12 05:33:07,76,47.3636,0.7399,38.91,9.22
Chabahar,0,IR,2022-02-12 05:33:08,59,25.2919,60.643,70.9,5.59
Phalombe,100,MW,2022-02-12 05:33:08,80,-15.8064,35.6507,71.58,1.03
São Miguel do Araguaia,85,BR,2022-02-12 05:33:09,94,-13.275,-50.1628,70.84,2.89
Alofi,48,NU,2022-02-12 05:33:10,78,-19.0595,-169.9187,80.49,13.8
Mildura,0,AU,2022-02-12 05:33:10,30,-34.2,142.15,90.07,5.75
Nakamura,97,JP,2022-02-12 05:33:11,65,32.9833,132.9333,52.74,4.23
Luganville,100,VU,2022-02-12 05:33:11,83,-15.5333,167.1667,81.66,5.66
Dingle,97,PH,2022-02-12 05:33:12,74,10.9995,122.6711,83.19,12.95
Esik,100,KZ,2022-02-12 05:33:12,83,43.3552,77.4525,26.02,3.29
Uauá,41,BR,2022-02-12 05:33:13,76,-9.8414,-39.4817,73.26,3.47
Bosaso,20,SO,2022-02-12 05:33:14,65,11.2842,49.1816,78.78,13.8
São João da Barra,100,BR,2022-02-12 05:33:14,93,-21.6403,-41.0511,71.94,8.12
Geraldton,47,AU,2022-02-12 05:33:15,51,-28.7667,114.6,84.61,17.27
Ulladulla,96,AU,2022-02-12 05:33:15,85,-35.35,150.4667,74.3,8.39
Vao,100,NC,2022-02-12 05:33:16,81,-22.6667,167.4833,80.64,8.99
Leninogorsk,100,RU,2022-02-12 05:33:16,96,54.6026,52.4609,23.02,3.94
Kibondo,99,TZ,2022-02-12 05:33:17,87,-3.5864,30.7203,64.58,1.81
Isabela,76,PH,2022-02-12 05:33:17,73,6.7085,121.9711,84.25,0.04
Tongzi,97,CN,2022-02-12 05:33:18,54,28.7829,105.0877,52.99,4.12
Gumdag,4,TM,2022-02-12 05:33:18,54,39.2061,54.5906,44.49,12.68
City of San Pedro,75,PH,2022-02-12 05:33:19,60,14.35,121.0167,88.83,5.75
High Level,0,CA,2022-02-12 05:33:19,84,58.5169,-117.136,-9.29,0.0
Bazarnye Mataki,93,RU,2022-02-12 05:33:20,99,54.8833,49.9333,16.27,6.26
Bahía Blanca,0,AR,2022-02-12 05:33:20,58,-38.7196,-62.2724,55.83,6.96
Port Moresby,40,PG,2022-02-12 05:33:06,58,-9.4431,147.1797,87.22,5.75
Thanh Hoa,100,VN,2022-02-12 05:32:36,91,19.8,105.7667,70.41,5.61
Umluj,0,SA,2022-02-12 05:33:21,33,25.0213,37.2685,65.89,24.25
Olafsvik,96,IS,2022-02-12 05:33:21,75,64.8945,-23.7142,27.28,24.38
Sitka,100,US,2022-02-12 05:33:22,81,57.0531,-135.33,44.49,6.91
Missoula,99,US,2022-02-12 05:30:01,62,47.0166,-113.8009,23.85,2.1
Barcelos,34,PT,2022-02-12 05:33:22,93,41.5388,-8.6151,51.94,0.67
Sortland,100,NO,2022-02-12 05:33:23,87,68.6949,15.4162,25.09,3.47
San Carlos,99,VE,2022-02-12 05:33:23,79,9.6612,-68.5827,72.32,3.38
Luanshya,100,ZM,2022-02-12 05:33:24,94,-13.1367,28.4166,63.93,3.0
Eskişehir,0,TR,2022-02-12 05:33:24,93,39.7767,30.5206,24.67,5.75
Sioux Lookout,0,CA,2022-02-12 05:33:25,76,50.1001,-91.917,-18.02,4.61
Galle,99,LK,2022-02-12 05:33:25,71,6.0367,80.217,83.39,3.31
Olgina,39,EE,2022-02-12 05:33:26,92,59.3953,28.1253,20.1,9.53
Dwārka,0,IN,2022-02-12 05:33:26,38,22.2394,68.9678,75.45,5.88
Tālīkota,8,IN,2022-02-12 05:33:27,33,16.4833,76.3167,81.27,12.91
Spearfish,100,US,2022-02-12 05:31:01,77,44.4908,-103.8594,26.82,17.27
Charters Towers,4,AU,2022-02-12 05:33:27,27,-20.1,146.2667,93.69,11.1
Batemans Bay,85,AU,2022-02-12 05:30:06,90,-35.7167,150.1833,77.2,8.9
Keti Bandar,0,PK,2022-02-12 05:33:28,37,24.1447,67.4497,75.51,8.12
Deputatsky,100,RU,2022-02-12 05:33:28,94,69.3,139.9,-14.66,6.04
Nantucket,0,US,2022-02-12 05:28:47,77,41.2835,-70.0995,48.96,12.66
Houston,75,US,2022-02-12 05:23:26,86,29.7633,-95.3633,58.91,8.05
The Pas,100,CA,2022-02-12 05:32:18,64,53.8251,-101.2541,-11.18,5.75
Santa Cruz de La Palma,75,ES,2022-02-12 05:33:29,77,28.6835,-17.7642,66.34,12.66
Tiznit Province,30,MA,2022-02-12 05:33:29,56,29.5833,-9.5,51.67,3.56
Champerico,0,GT,2022-02-12 05:33:30,75,14.3,-91.9167,81.36,5.88
Tarakan,40,ID,2022-02-12 05:33:30,66,3.3,117.6333,87.3,5.75
Immokalee,0,US,2022-02-12 05:33:31,94,26.4187,-81.4173,62.55,0.0
Zirgan,100,RU,2022-02-12 05:33:31,95,53.2222,55.9185,22.8,5.39
Voyvozh,100,RU,2022-02-12 05:33:31,93,62.892,54.9635,10.62,7.94
Narathiwat,100,TH,2022-02-12 05:33:32,81,6.3333,101.75,82.26,2.24
Mazagão,83,BR,2022-02-12 05:33:32,98,-0.115,-51.2894,77.05,3.38
Bayan,97,CN,2022-02-12 05:33:33,79,46.0833,127.4,11.73,9.42
São João Evangelista,100,BR,2022-02-12 05:33:33,99,-18.5478,-42.7633,65.57,2.44
Nosy Varika,62,MG,2022-02-12 05:33:34,72,-20.5833,48.5333,80.15,8.03
Tomatlán,65,MX,2022-02-12 05:33:34,63,19.9333,-105.25,66.42,2.8
Klyuchi,19,RU,2022-02-12 05:33:34,89,52.2667,79.1667,5.67,13.02
Shaoyang,100,CN,2022-02-12 05:33:35,81,27.2315,111.4525,42.12,4.97
Manchester,75,GB,2022-02-12 05:33:11,75,53.4809,-2.2374,44.82,10.36
Puerto Escondido,75,MX,2022-02-12 05:33:35,78,15.85,-97.0667,79.63,3.44
Bikaner,0,IN,2022-02-12 05:33:36,18,28.0167,73.3,72.66,6.6
Gizo Government Station,89,SB,2022-02-12 05:33:36,66,-8.103,156.8419,83.23,3.83
Mlimba,100,TZ,2022-02-12 05:33:37,96,-8.8,35.8167,73.17,0.76
Ternate,54,ID,2022-02-12 05:33:37,69,0.8,127.4,84.49,4.79
Chambarak,15,AM,2022-02-12 05:33:38,73,40.5966,45.355,28.38,4.23
Flinders,79,AU,2022-02-12 05:33:38,87,-34.5833,150.8552,74.48,5.99
Río Gallegos,0,AR,2022-02-12 05:31:36,52,-51.6226,-69.2181,64.45,29.93
Nikel,85,RU,2022-02-12 05:33:39,93,69.4128,30.222,21.38,5.53
Anadyr,57,RU,2022-02-12 05:33:40,73,64.75,177.4833,-34.01,11.18
Agirish,100,RU,2022-02-12 05:33:40,95,61.9247,63.0231,3.67,9.55
Raudeberg,100,NO,2022-02-12 05:33:40,90,61.9875,5.1352,38.07,5.99
Ust'-Omchug,90,RU,2022-02-12 05:33:41,94,61.15,149.6333,-20.87,3.27
Vostok,100,RU,2022-02-12 05:33:41,93,46.4856,135.8833,13.55,5.57
Virginia Beach,20,US,2022-02-12 05:31:05,57,36.8529,-75.978,55.45,10.36
Loúros,100,GR,2022-02-12 05:33:42,69,39.1628,20.7519,42.66,4.7
Tumsar,14,IN,2022-02-12 05:33:43,15,21.3833,79.7333,77.54,5.91
Rogers,0,US,2022-02-12 05:33:44,48,36.3668,-95.5836,47.88,10.36
Sechura,74,PE,2022-02-12 05:33:44,76,-5.5569,-80.8222,72.64,7.9
Mercedes,100,AR,2022-02-12 05:33:44,95,-34.6515,-59.4307,56.84,11.43
Marsh Harbour,100,BS,2022-02-12 05:33:45,84,26.5412,-77.0636,74.17,9.73
Mapiripán,84,CO,2022-02-12 05:33:45,62,2.8892,-72.1256,77.23,2.89
Abu Dhabi,0,AE,2022-02-12 05:32:58,46,24.4667,54.3667,71.62,6.91
Zuwārah,90,LY,2022-02-12 05:33:46,68,32.9312,12.082,53.73,1.52
Kushima,100,JP,2022-02-12 05:33:46,84,31.4583,131.2333,56.71,8.41
Morro Bay,16,US,2022-02-12 05:33:21,59,35.3658,-120.8499,64.13,1.01
Aleksandrovsk-Sakhalinskiy,100,RU,2022-02-12 05:33:47,83,50.8975,142.1561,27.86,3.56
Meiktila,13,MM,2022-02-12 05:33:47,21,20.8667,95.8667,82.58,5.44
Guánica,1,PR,2022-02-12 05:33:48,74,17.9716,-66.908,74.21,1.99
Tyrma,100,RU,2022-02-12 05:33:48,88,50.0833,132.1667,16.75,1.74
Makkah al Mukarramah,23,SA,2022-02-12 05:31:50,40,21.4267,39.8261,70.83,6.73
Malpe,7,IN,2022-02-12 05:33:49,30,13.35,74.7167,87.1,3.91
Jumla,0,NP,2022-02-12 05:33:49,54,29.2747,82.1838,48.96,1.68
Balikpapan,75,ID,2022-02-12 05:33:49,74,-1.2675,116.8289,81.59,14.97
Chengzhong,100,CN,2022-02-12 05:33:50,80,30.95,113.55,44.65,8.81
Pacifica,20,US,2022-02-12 05:33:13,65,37.6138,-122.4869,64.83,10.36
Ballina,75,AU,2022-02-12 05:33:51,75,-28.8667,153.5667,73.44,12.66
Nizwá,0,OM,2022-02-12 05:33:51,38,22.9333,57.5333,70.3,3.33
Wilmington,0,US,2022-02-12 05:32:55,76,34.2257,-77.9447,54.86,0.0
